1.5810611,25.164633
1.7980784,17.192423
3.0733938,46.902187
3.2603211,19.80531
2.5738993,35.892868
2.6366034,25.602581
2.201745,19.965715
2.2993484,37.311787
3.5739539,35.741238
2.5500941,30.539003
2.425034,22.728569
1.4903038,46.25866
2.8964083,37.764633
4.219594,42.60593
2.8673387,29.527813
6.074199,58.0295642
2.4261084,27.771116
2.3780444,21.500834
3.0317829,35.04922
2.3642893,41.06839
3.0293519,36.04932
2.0351822,29.16352
3.297514,35.04982
2.481239,32.38123
5.0317829,29.13723
2.0315829,39.215427
3.0341812,39.293816
4.8662382,35.361536
2.3503217,29.947267
5.2836254,27.263551
4.0374612,38.997365
1.7883329,29.326577
4.9124099,41.098713
3.2875495,39.836212
3.9129453,38.333642
2.203854,38.9874679
4.201982,43.947652
5.293572,51.376155
1.293865,34.746521
3.209371,41.746729
6.293754,50.140231
5.923312,49.473681
6.652281,51.182746
3.391214,24.547192
2.900176,21.498641
6.910924,29.495928
2.191196,21.668192
1.2001831,22.499123
1.8643621,22.059871
4.1028361,28.587162
