0.18235107,9.55636
1.226458,6.441619
0.89297765,5.6064806
1.10151584,7.24904
1.0033029,6.0821605
1.3975878,8.661632
2.057842,10.6234455
0.15158205,10.199432
0.7662775,12.777051
0.49847412,3.006602
1.6077634,9.910248
0.27918598,3.0114653
1.2716641,4.4211993
1.4481707,9.677988
1.6009575,9.415351
1.0190655,3.2680326
0.42572775,2.896651
1.5044485,8.282328
2.0112169,12.033307
2.3258648,6.4184756
1.2855034,9.955367
0.15644148,1.4157798
1.8380393,9.7381735
2.7191072,7.8202372
0.55372405,5.73095
2.181804,12.4686
1.8205675,6.101141
1.4811193,6.4214144
2.249028,6.533278
2.2510333,9.923195
2.4374382,9.728419
2.1590023,4.5804405
2.2227335,7.7672973
2.1819565,15.049545
2.3841324,7.5162654
2.6290631,6.0819855
1.8423839,9.802396
2.214624,5.508928
1.8321755,5.9292326
1.6549779,5.1912694
1.8631847,9.961795
2.1498008,4.79751
1.6459796,11.609633
0.7221319,10.664586
0.16870987,9.993929
0.94040674,6.18016
1.4554442,7.04663
1.2850014,9.893718
0.69756913,9.851909
0.6487709,9.867267
